,city,street,district,Reference and listing Date,contract,type,surface,rooms,floor,total building floors,Car parking,availability,other features,price (k€),condominium fees,deposit,year of construction,condition,heating,Air conditioner,Energy Efficiency
305,Milan,Via dei Gracchi,Frua,GRACCHI 24 - 03/04/2024,"Rent, open",Apartment | Full ownership | Stately property class,47,1,0,7 floors,,Available,Electric gateOptic fiberVideo entryphoneSecurity doorFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVCDouble exposure,1250.0,€ 208/month,Not indicated,1960,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",F≥ 175 kWh/m² year
1545,Milan,Viale Abruzzi,Città Studi,DANIELA - 03/01/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,60,2,1,6 floors,,Available,Electric gateOptic fiberSecurity doorExternal exposureClosetHalf-day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVC,1250.0,€ 180/month,"€ 3,750",1900,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold/hot",G≥ 175 kWh/m² year
1003,Milan,"Via dei Fontanili, 55, 20141 Milano MI, Italia",Ripamonti,FIMM_00071876 - 01/26/2024,Rent,Apartment | Full ownership | Medium property class,63,3,1,4 floors,,Available,Optic fiberSecurity doorExternal exposureClosetCentralized TV systemFurnishedWindow frames in double glass / PVC,1250.0,€ 100/month,"€ 3,750",1960,Good condition / Liveable,"Independent, with radiators, powered by methane","Independent, cold",G≥ 175 kWh/m² year
271,Milan,Corso di Porta Ticinese,Ticinese,EK-108866955 - 02/19/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,50,2,3,4 floors,,,Optic fiberSecurity doorInternal exposureHalf-day conciergeCentralized TV systemFurnishedWindow frames in double glass / wood,1250.0,€ 150/month,"€ 4,200",1900,Excellent / Refurbished,"Independent, with radiators, powered by methane",,G175 kWh/m² year
262,Milan,Via Marghera,Frua,MAF121 - 03/05/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,69,2,2,3 floors,,Available,ClosetBalconyCentralized TV systemFurnishedWindow frames in double glass / PVCDouble exposure,1250.0,€ 200/month,"€ 3,750",1960,Good condition / Liveable,"Independent, with radiators, powered by methane","Independent, cold/hot",G175 kWh/m² year
697,Milan,Via Piacenza,Porta Romana - Medaglie dOro,EK-109916239 - 03/05/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,62,2,3,4 floors,,Available,Optic fiberVideo entryphoneSecurity doorFurnishedWindow frames in glass / PVCDouble exposure,1250.0,€ 280/month,Not indicated,,Excellent / Refurbished,Central,Independent,G≥ 175 kWh/m² year
243,Milan,Via Giovanni Rasori,Vercelli - Wagner,A Rasori 14 (Bramante) - 03/06/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,60,3,1,5 floors,,Available,Electric gateOptic fiberVideo entryphoneSecurity doorInternal exposureClosetCentralized TV systemFurnishedShared garden,1250.0,€ 200/month,"€ 1,450",1900,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold",G175 kWh/m² year
235,Milan,Via Mincio,Corvetto,MINCIO - 03/01/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,65,3,3,5 floors,,Available,Optic fiberSecurity doorInternal exposureClosetBalconyHalf-day conciergeCentralized TV systemFurnishedShared gardenWindow frames in glass / wood,1250.0,€ 200/month,"€ 3,750",1970,Good condition / Liveable,"Central, with radiators, gas powered",,G≥ 175 kWh/m² year
944,Milan,Via della capinera,Inganni,60850185 - 02/26/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,75,2,1,4 floors,,Available,Electric gateSecurity doorBalconyFull day conciergeCentralized TV systemPartially furnishedCellarShared gardenWindow frames in double glass / PVCDouble exposure,1250.0,€ 250/month,Not indicated,1965,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold/hot",F255.18 kWh/m² year
178,Milan,Via Tito Livio,Martini - Insubria,Via Tito Livio 55 mq - 03/06/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,55,2,3,6 floors,,Available,Video entryphoneSecurity doorInternal exposureBalconyFull day conciergeCentralized TV systemPartially furnishedWindow frames in double glass / wood,1250.0,€ 175/month,"€ 3,750",1960,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",G≥ 175 kWh/m² year
913,Milan,Via Giovanni Battista Moroni,Gambara,60846755 - 02/09/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,61,2,1,1 floor,,Available from 01/07/2024,Optic fiberSecurity doorExternal exposureClosetTerraceSingle tv systemFurnishedWindow frames in double glass / PVC,1250.0,€ 190/month,Not indicated,2010,New / Under construction,"Central, floor heating, powered by methane","Independent, cold/hot",B41.64 kWh/m² year
148,Milan,Via Correggio,Amendola - Buonarroti,Via Correggio 50mq - 03/04/2024,Rent,Apartment | Full ownership | Stately property class,50,2,2,5 floors,,Available,Optic fiberVideo entryphoneSecurity doorClosetFull day conciergeCentralized TV systemFurnishedWindow frames in double glass / woodDouble exposure,1250.0,€ 210/month,Not indicated,1900,Excellent / Refurbished,"Independent, with radiators",Independent,G165 kWh/m² year
75,Milan,Via dei Gracchi,Frua,GRACCHI24 - 03/04/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,47,2,0,9 floors,,Available,Electric gateOptic fiberVideo entryphoneSecurity doorExternal exposureFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVC,1250.0,€ 208/month,Not indicated,1960,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",F≥ 175 kWh/m² year
796,Milan,Ripa di Porta Ticinese,Navigli - Darsena,BILOCALE NAVIGLI-DARSENA - 02/22/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,50,2,1,3 floors,,Available,Electric gateOptic fiberSecurity doorInternal exposureClosetBalconyHalf-day conciergeCentralized TV systemPartially furnishedShared gardenWindow frames in double glass / wood,1250.0,€ 65/month,Not indicated,1900,Excellent / Refurbished,"Independent, with radiators, powered by methane","Independent, cold/hot",F152.25 kWh/m² year
804,Milan,via Battistotti Sassi,Plebisciti - Susa,BA157 -(614870) - 02/14/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,50,2,1,,,Available from 21/11/2016,Security doorBalconyFurnishedCellar,1250.0,€ 220/month,Not indicated,1940,Good condition / Liveable,Central,,
1929,Milan,Via Bezzecca,Montenero,BILOBEZZ12 - 02/21/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,55,2,3,4 floors,,Available,Optic fiberSecurity doorClosetCentralized TV systemFurnishedShared gardenWindow frames in double glass / woodDouble exposure,1250.0,€ 50/month,"€ 3,750",1900,Good condition / Liveable,"Independent, with radiators, powered by methane",,
813,Milan,Via Abbadesse,Isola,Isola Via Abbadesse - 03/06/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,48,2,1,6 floors,,Available,Electric gateOptic fiberVideo entryphoneSecurity doorExternal exposureCentralized TV systemFurnishedWindow frames in double glass / wood,1250.0,€ 120/month,Not indicated,1950,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",E≥ 175 kWh/m² year
1959,Milan,Via Melzo,Porta Venezia,60859047 - 03/06/2024,Rent,Apartment | Full ownership | Stately property class,50,2,5,6 floors,,,TerraceFull day conciergeFurnishedShared garden,1250.0,€ 250/month,Not indicated,,Good condition / Liveable,"Central, with radiators, powered by methane",Independent,G116 kWh/m² year
827,Milan,"VIA SIRTE, 6",Solari,VIA SIRTE 6 - 01/10/2024,Rent,Apartment | Full ownership,80,3,1,5 floors,,,BalconyFull day conciergeFurnishedShared garden,1250.0,€ 250/month,Not indicated,1960,Good condition / Liveable,"Central, powered by methane",,
9,Milan,via Piero della francesca 56,Sempione,Piero della Francesca - 03/06/2024,"Rent, transitory",Apartment | Full ownership | Medium property class,70,2,2,3 floors,,Available,Electric gateOptic fiberSecurity doorExternal exposureClosetBalconyCentralized TV systemPartially furnishedWindow frames in double glass / metal,1250.0,€ 200/month,"€ 3,750",1970,Excellent / Refurbished,"Central, with radiators, powered by gas oil","Independent, cold/hot",G175 kWh/m² year
1981,Milan,Viale Abruzzi,Buenos Aires,MAF025 - 03/06/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,45,2,8,8 floors,,Available,External exposureHalf-day conciergeCentralized TV systemFurnishedWindow frames in double glass / PVC,1250.0,€ 100/month,"€ 4,050",1940,Good condition / Liveable,"Independent, with radiators, powered by methane","Independent, cold/hot",G175 kWh/m² year
307,Milan,Via Carlo Ravizza,De Angeli,VIA RAVIZZA MQ 50 - 03/06/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,50,2,2,5 floors,,Available,Electric gateOptic fiberVideo entryphoneSecurity doorFull day conciergeCentralized TV systemFurnishedCellarWindow frames in glass / woodDouble exposure,1250.0,€ 210/month,Not indicated,1900,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold",E152.83 kWh/m² year
1015,Milan,Piazza Riccardo Wagner,Vercelli - Wagner,A2162I - 02/26/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,60,2,3,4 floors,,Available,Security doorInternal exposureFull day conciergeCentralized TV systemWindow frames in double glass / metal,1250.0,€ 125/month,Not indicated,1900,Good condition / Liveable,"Independent, with radiators, powered by methane",,G175 kWh/m² year
1154,Milan,via Buonarroti,Vercelli - Wagner,A2132I (2734492) - 02/27/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,58,2,7,7 floors,,Available,TerraceHalf-day conciergeCentralized TV systemPartially furnishedWindow frames in double glass / metalDouble exposure,1250.0,€ 90/month,Not indicated,1900,Good condition / Liveable,"Independent, with radiators, powered by methane",,G207.42 kWh/m² year
462,Milan,Via Lattanzio,Lodi - Brenta,Via Tito Livio 55 mq - 03/04/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,55,2,3,6 floors,,Available,Video entryphoneSecurity doorInternal exposureBalconyFull day conciergeCentralized TV systemPartially furnishedWindow frames in double glass / wood,1250.0,€ 100/month,"€ 3,750",1960,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",G≥ 175 kWh/m² year
606,Milan,Viale Monza,Rovereto,EK-109272291 - 02/26/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,48,2,2,5 floors,,Available,Optic fiberVideo entryphoneAlarm systemSecurity doorInternal exposureClosetBalconyTerraceSingle tv systemFurnishedCellarWindow frames in triple glass / PVC,1250.0,€ 110/month,"€ 3,750",2010,Excellent / Refurbished,"Central, floor heating, powered by photovoltaics","Central, cold/hot","A3≥ 3,51 kWh/m² year"
461,Milan,Via Casale,Navigli - Darsena,Casale 3 - 02/29/2024,Rent,Apartment | Full ownership | Stately property class,55,2,0,7 floors,,Available,Security doorExternal exposureClosetHalf-day conciergeCentralized TV systemFurnishedCellarShared gardenWindow frames in double glass / wood,1250.0,€ 150/month,Not indicated,,Excellent / Refurbished,"Central, with radiators","Independent, cold/hot",F202.58 kWh/m² year
1075,Milan,Via Giovanni Spadolini,Ripamonti,spadolini_bilo - 02/15/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,50,2,5,8 floors,,Available from 01/07/2024,Video entryphoneSecurity doorFull day conciergeCentralized TV systemFurnishedWindow frames in double glass / woodDouble exposure,1250.0,€ 150/month,"€ 4,200",2005,Good condition / Liveable,"Independent, with radiators, gas powered","Independent, cold",G175 kWh/m² year
1332,Milan,Piazza della Trivulziana,Bicocca,Bilo Triv2 4 59 - 02/14/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,59,2,4,10 floors,1 in garage/box,Available,Electric gateOptic fiberVideo entryphoneSecurity doorClosetBalconyFull day conciergeCentralized TV systemFurnishedCellarShared gardenWindow frames in double glass / metalDouble exposure,1250.0,€ 220/month,"€ 3,750",2007,Excellent / Refurbished,"Central, with radiators, powered by district heating","Central, cold",C77.18 kWh/m² year
636,Milan,Via Alcuino,Sempione,30918 - 03/06/2024,"Rent, open",Apartment | Full ownership | Stately property class,55,2,3,5 floors,,Available,Electric gateOptic fiberVideo entryphoneSecurity doorExternal exposureClosetBalconyCentralized TV systemFurnishedCellarWindow frames in double glass / PVC,1250.0,No condominium fees,Not indicated,1900,Excellent / Refurbished,"Central, with radiators, gas powered","Central, cold/hot",B≥ 175 kWh/m² year
1319,Milan,Corso Giuseppe Garibaldi,Moscova,AFFITTO - 02/08/2024,"Rent, transitory",Apartment | Full ownership | Medium property class,20,1,5,5 floors,,Available,Internal exposureClosetCentralized TV systemFurnishedWindow frames in double glass / wood,1250.0,€ 100/month,"€ 2,600",1950,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold",F≥ 175 kWh/m² year
1307,Milan,Viale Gran Sasso,Città Studi,gran_sasso_bilo - 01/16/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,50,2,1,5 floors,,Available,Video entryphoneSecurity doorExternal exposureBalconyFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVC,1250.0,No condominium fees,"€ 2,300",1920,Excellent / Refurbished,"Central, with radiators, gas powered",,D160 kWh/m² year
428,Milan,Piazza Geremia Bonomelli,Lodi - Brenta,Aff.Bonomelli3C - 02/23/2024,Rent,Apartment | Full ownership | Stately property class,65,2,3,4 floors,,,Electric gateVideo entryphoneAlarm systemSecurity doorExternal exposureTerraceTV system with satellite dishFurnishedCellarShared gardenWindow frames in double glass / metal,1250.0,€ 150/month,Not indicated,,New / Under construction,Independent,,A26.79 kWh/m² year
343,Milan,viale Zara 129a,Istria,Z129A (1621549) - 03/04/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,45,2,1,5 floors,,,Electric gateVideo entryphoneSecurity doorInternal exposureClosetBalconyFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVC,1250.0,€ 150/month,"€ 3,750",2006,Excellent / Refurbished,"Independent, with radiators, powered by methane","Independent, cold",E≥ 175 kWh/m² year
1507,Milan,Viale Monza,Rovereto,NOLOBILO NON ARREDATO 2.1 - 02/23/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,47,2,2,5 floors,,Available,Electric gateOptic fiberSecurity doorInternal exposureClosetBalconyCentralized TV systemPartially furnishedWindow frames in triple glass / wood,1250.0,€ 120/month,"€ 3,750",1920,Excellent / Refurbished,"Central, floor heating, powered by methane","Central, cold",A62.79 kWh/m² year
435,Milan,Via Marco Greppi,Martini - Insubria,TRILOCALE VIA GREPPI - 02/27/2024,"Rent, open",Apartment | Full ownership | Stately property class,80,3,6,8 floors,,Available,Electric gateOptic fiberSecurity doorBalconyFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in glass / woodDouble exposure,1250.0,€ 250/month,"€ 3,750",1960,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold/hot",
1169,Milan,Via Michelino da Besozzo,Certosa,ATMS-BES - 02/02/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,55,3,1,6 floors,,Available,Optic fiberSecurity doorExternal exposureClosetCentralized TV systemFurnishedWindow frames in double glass / wood,1265.0,€ 135/month,"€ 3,795",1950,Excellent / Refurbished,"Central, with radiators, gas powered",,F232.15 kWh/m² year
366,Milan,Corso Vercelli,Vercelli - Wagner,vercelli20 - 02/28/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,70,2,2,3 floors,1 in garage/box,,Electric gateOptic fiberVideo entryphoneSecurity doorInternal exposureClosetFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVC,1270.0,€ 180/month,Not indicated,1920,Excellent / Refurbished,"Independent, with radiators, gas powered","Independent, cold/hot",F≥ 175 kWh/m² year
